Unnamed: 0,formation_energy,elem_frac,elem_list,energy,formula,magnetic_moment,spin_index,num_p,num_d,num_f,atomic_rad,atomic_vol,covalent_rad,dipole,eaffinity,num_electrons,Unnamed: 17,elem_in_site_order,elem_by_formula_order,A1,A2,B1,B2,X
49,-1.73813733,"[{Element V: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element V, Element Cr, Element Ge, Element Te]",-48.56144998,V1Cr1Ge2Te6,5.078,0,4,5,0,"[134.0, 130.0, 137.0, 160.0]","[8.35, 7.23, 13.6, 20.5]","[134.0, 122.0, 121.0, 136.0]","[97.34, 78.4, 39.43, 37.0]","[0.525, 0.6659999999999999, 1.232712, 1.9708759999999999]","[23, 24, 32, 52]",,"['V', 'Cr', 'Ge', 'Ge', 'Te']","['V', 'Cr', 'Ge', 'Te']","{'atomic_rad': 134.0, 'atomic_vol': 8.35, 'covalent_rad': 134.0, 'dipole': 97.34, 'eaffinity': 0.525, 'num_electrons': 23}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
50,-1.897552475,"[{Element V: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element V, Element Cr, Element Si, Element Ge, Element Te]",-49.52348541,V1Cr1Si1Ge1Te6,5.11,0,4,5,0,"[134.0, 130.0, 132.0, 137.0, 160.0]","[8.35, 7.23, 12.1, 13.6, 20.5]","[134.0, 122.0, 115.99999999999999, 121.0, 136.0]","[97.34, 78.4, 37.31, 39.43, 37.0]","[0.525, 0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999]","[23, 24, 14, 32, 52]",,"['V', 'Cr', 'Si', 'Ge', 'Te']","['V', 'Cr', 'Si', 'Ge', 'Te']","{'atomic_rad': 134.0, 'atomic_vol': 8.35, 'covalent_rad': 134.0, 'dipole': 97.34, 'eaffinity': 0.525, 'num_electrons': 23}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
51,-1.968957548,"[{Element V: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element V, Element Cr, Element Si, Element Te, Element P]",-50.37732571,V1Cr1Si1Te6P1,0.566,1,4,5,0,"[134.0, 130.0, 132.0, 160.0, 128.0]","[8.35, 7.23, 12.1, 20.5, 17.0]","[134.0, 122.0, 115.99999999999999, 136.0, 111.00000000000001]","[97.34, 78.4, 37.31, 37.0, 24.93]","[0.525, 0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607]","[23, 24, 14, 52, 15]",,"['V', 'Cr', 'Si', 'P', 'Te']","['V', 'Cr', 'Si', 'Te', 'P']","{'atomic_rad': 134.0, 'atomic_vol': 8.35, 'covalent_rad': 134.0, 'dipole': 97.34, 'eaffinity': 0.525, 'num_electrons': 23}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
52,-2.10113918,"[{Element V: 0.1}, {Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element V, Element Cr, Element Si, Element Te]",-50.5296924,V1Cr1Si2Te6,1.016,1,4,5,0,"[134.0, 130.0, 132.0, 160.0]","[8.35, 7.23, 12.1, 20.5]","[134.0, 122.0, 115.99999999999999, 136.0]","[97.34, 78.4, 37.31, 37.0]","[0.525, 0.6659999999999999, 1.3895211, 1.9708759999999999]","[23, 24, 14, 52]",,"['V', 'Cr', 'Si', 'Si', 'Te']","['V', 'Cr', 'Si', 'Te']","{'atomic_rad': 134.0, 'atomic_vol': 8.35, 'covalent_rad': 134.0, 'dipole': 97.34, 'eaffinity': 0.525, 'num_electrons': 23}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
53,-1.211473136,"[{Element V: 0.1}, {Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element V, Element Cr, Element Te, Element P]",-49.59965624,V1Cr1Te6P2,5.154,0,4,5,0,"[134.0, 130.0, 160.0, 128.0]","[8.35, 7.23, 20.5, 17.0]","[134.0, 122.0, 136.0, 111.00000000000001]","[97.34, 78.4, 37.0, 24.93]","[0.525, 0.6659999999999999, 1.9708759999999999, 0.746607]","[23, 24, 52, 15]",,"['V', 'Cr', 'P', 'P', 'Te']","['V', 'Cr', 'Te', 'P']","{'atomic_rad': 134.0, 'atomic_vol': 8.35, 'covalent_rad': 134.0, 'dipole': 97.34, 'eaffinity': 0.525, 'num_electrons': 23}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
54,-4.219119326,"[{Element Y: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Y, Element Cr, Element Ge, Element Te, Element P]",-49.19997455,Y1Cr1Ge1Te6P1,2.963,1,10,3,0,"[178.0, 130.0, 137.0, 160.0, 128.0]","[19.8, 7.23, 13.6, 20.5, 17.0]","[163.0, 122.0, 121.0, 136.0, 111.00000000000001]","[153.0, 78.4, 39.43, 37.0, 24.93]","[0.307, 0.6659999999999999, 1.232712, 1.9708759999999999, 0.746607]","[39, 24, 32, 52, 15]",,"['Y', 'Cr', 'Ge', 'P', 'Te']","['Y', 'Cr', 'Ge', 'Te', 'P']","{'atomic_rad': 178.0, 'atomic_vol': 19.8, 'covalent_rad': 163.0, 'dipole': 153.0, 'eaffinity': 0.307, 'num_electrons': 39}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
55,-4.664310023,"[{Element Y: 0.1}, {Element Cr: 0.1}, {Element Ge: 0.2}, {Element Te: 0.6}]","[Element Y, Element Cr, Element Ge, Element Te]",-48.86273002,Y1Cr1Ge2Te6,3.077,0,10,3,0,"[178.0, 130.0, 137.0, 160.0]","[19.8, 7.23, 13.6, 20.5]","[163.0, 122.0, 121.0, 136.0]","[153.0, 78.4, 39.43, 37.0]","[0.307, 0.6659999999999999, 1.232712, 1.9708759999999999]","[39, 24, 32, 52]",,"['Y', 'Cr', 'Ge', 'Ge', 'Te']","['Y', 'Cr', 'Ge', 'Te']","{'atomic_rad': 178.0, 'atomic_vol': 19.8, 'covalent_rad': 163.0, 'dipole': 153.0, 'eaffinity': 0.307, 'num_electrons': 39}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
56,-4.848752138,"[{Element Y: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}]","[Element Y, Element Cr, Element Si, Element Ge, Element Te]",-49.84979242,Y1Cr1Si1Ge1Te6,3.085,0,10,3,0,"[178.0, 130.0, 132.0, 137.0, 160.0]","[19.8, 7.23, 12.1, 13.6, 20.5]","[163.0, 122.0, 115.99999999999999, 121.0, 136.0]","[153.0, 78.4, 37.31, 39.43, 37.0]","[0.307, 0.6659999999999999, 1.3895211, 1.232712, 1.9708759999999999]","[39, 24, 14, 32, 52]",,"['Y', 'Cr', 'Si', 'Ge', 'Te']","['Y', 'Cr', 'Si', 'Ge', 'Te']","{'atomic_rad': 178.0, 'atomic_vol': 19.8, 'covalent_rad': 163.0, 'dipole': 153.0, 'eaffinity': 0.307, 'num_electrons': 39}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
57,-4.479584151,"[{Element Y: 0.1}, {Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}]","[Element Y, Element Cr, Element Si, Element Te, Element P]",-50.26305966,Y1Cr1Si1Te6P1,2.967,0,10,3,0,"[178.0, 130.0, 132.0, 160.0, 128.0]","[19.8, 7.23, 12.1, 20.5, 17.0]","[163.0, 122.0, 115.99999999999999, 136.0, 111.00000000000001]","[153.0, 78.4, 37.31, 37.0, 24.93]","[0.307, 0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607]","[39, 24, 14, 52, 15]",,"['Y', 'Cr', 'Si', 'P', 'Te']","['Y', 'Cr', 'Si', 'Te', 'P']","{'atomic_rad': 178.0, 'atomic_vol': 19.8, 'covalent_rad': 163.0, 'dipole': 153.0, 'eaffinity': 0.307, 'num_electrons': 39}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
58,-5.063068752,"[{Element Y: 0.1}, {Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}]","[Element Y, Element Cr, Element Si, Element Te]",-50.86672932,Y1Cr1Si2Te6,3.09,1,10,3,0,"[178.0, 130.0, 132.0, 160.0]","[19.8, 7.23, 12.1, 20.5]","[163.0, 122.0, 115.99999999999999, 136.0]","[153.0, 78.4, 37.31, 37.0]","[0.307, 0.6659999999999999, 1.3895211, 1.9708759999999999]","[39, 24, 14, 52]",,"['Y', 'Cr', 'Si', 'Si', 'Te']","['Y', 'Cr', 'Si', 'Te']","{'atomic_rad': 178.0, 'atomic_vol': 19.8, 'covalent_rad': 163.0, 'dipole': 153.0, 'eaffinity': 0.307, 'num_electrons': 39}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
59,-3.379998869,"[{Element Y: 0.1}, {Element Cr: 0.1}, {Element Te: 0.6}, {Element P: 0.2}]","[Element Y, Element Cr, Element Te, Element P]",-49.14328932,Y1Cr1Te6P2,2.962,1,10,3,0,"[178.0, 130.0, 160.0, 128.0]","[19.8, 7.23, 20.5, 17.0]","[163.0, 122.0, 136.0, 111.00000000000001]","[153.0, 78.4, 37.0, 24.93]","[0.307, 0.6659999999999999, 1.9708759999999999, 0.746607]","[39, 24, 52, 15]",,"['Y', 'Cr', 'P', 'P', 'Te']","['Y', 'Cr', 'Te', 'P']","{'atomic_rad': 178.0, 'atomic_vol': 19.8, 'covalent_rad': 163.0, 'dipole': 153.0, 'eaffinity': 0.307, 'num_electrons': 39}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 128.0, 'atomic_vol': 17.0, 'covalent_rad': 111.00000000000001, 'dipole': 24.93, 'eaffinity': 0.746607, 'num_electrons': 15}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
60,-2.959181453,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element In: 0.1}, {Element Te: 0.6}, {Element Pb: 0.1}]","[Element Ta, Element Cr, Element In, Element Te, Element Pb]",-49.77283986,Ta1Cr1In1Te6Pb1,2.6981,0,4,15,0,"[149.0, 130.0, 166.0, 160.0, 175.0]","[10.9, 7.23, 15.7, 20.5, 18.3]","[146.0, 122.0, 142.0, 136.0, 144.0]","[88.0, 78.4, 68.7, 37.0, 47.1]","[0.322, 0.6659999999999999, 0.3, 1.9708759999999999, 0.35674316]","[73, 24, 49, 52, 82]",,"['Ta', 'Cr', 'Te']","['Ta', 'Cr', 'In', 'Te', 'Pb']","{'atomic_rad': 149.0, 'atomic_vol': 10.9, 'covalent_rad': 146.0, 'dipole': 88.0, 'eaffinity': 0.322, 'num_electrons': 73}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}",{},{}
61,-0.928383318,"[{Element Cr: 0.1}, {Element In: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element As: 0.1}]","[Element Cr, Element In, Element Te, Element Mo, Element As]",-47.76350685,Cr1In1Te6Mo1As1,5.9604,0,4,16,0,"[130.0, 166.0, 160.0, 139.0, 139.0]","[7.23, 15.7, 20.5, 9.4, 13.1]","[122.0, 142.0, 136.0, 138.0, 121.0]","[78.4, 68.7, 37.0, 72.5, 29.8]","[0.6659999999999999, 0.3, 1.9708759999999999, 0.748, 0.804]","[24, 49, 52, 42, 33]",,"['Cr', 'Mo', 'Te']","['Cr', 'In', 'Te', 'Mo', 'As']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 139.0, 'atomic_vol': 9.4, 'covalent_rad': 138.0, 'dipole': 72.5, 'eaffinity': 0.748, 'num_electrons': 42}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}",{},{}
62,-1.13566818,"[{Element Cr: 0.1}, {Element Tc: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}]","[Element Cr, Element Tc, Element Sn, Element Te]",-48.00413457,Cr1Tc1Sn2Te6,4.9739,0,4,7,0,"[130.0, 136.0, 162.0, 160.0]","[7.23, 8.5, 16.3, 20.5]","[122.0, 128.0, 140.0, 136.0]","[78.4, 80.4, 42.4, 37.0]","[0.6659999999999999, 0.55, 1.112067, 1.9708759999999999]","[24, 43, 50, 52]",,"['Cr', 'Tc', 'Te']","['Cr', 'Tc', 'Sn', 'Te']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 136.0, 'atomic_vol': 8.5, 'covalent_rad': 128.0, 'dipole': 80.4, 'eaffinity': 0.55, 'num_electrons': 43}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}",{},{}
63,-1.399802835,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element Pb: 0.1}]","[Element Cr, Element Ge, Element Te, Element Mo, Element Pb]",-49.16280392,Cr1Ge1Te6Mo1Pb1,4.4183,0,4,6,0,"[130.0, 137.0, 160.0, 139.0, 175.0]","[7.23, 13.6, 20.5, 9.4, 18.3]","[122.0, 121.0, 136.0, 138.0, 144.0]","[78.4, 39.43, 37.0, 72.5, 47.1]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.748, 0.35674316]","[24, 32, 52, 42, 82]",,"['Cr', 'Mo', 'Ge', 'Ge', 'Te']","['Cr', 'Ge', 'Te', 'Mo', 'Pb']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 139.0, 'atomic_vol': 9.4, 'covalent_rad': 138.0, 'dipole': 72.5, 'eaffinity': 0.748, 'num_electrons': 42}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
64,-1.02947031,"[{Element Cr: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element As: 0.1}]","[Element Cr, Element Ge, Element Te, Element Mo, Element As]",-49.73548171,Cr1Ge1Te6Mo1As1,5.0173,0,4,6,0,"[130.0, 137.0, 160.0, 139.0, 139.0]","[7.23, 13.6, 20.5, 9.4, 13.1]","[122.0, 121.0, 136.0, 138.0, 121.0]","[78.4, 39.43, 37.0, 72.5, 29.8]","[0.6659999999999999, 1.232712, 1.9708759999999999, 0.748, 0.804]","[24, 32, 52, 42, 33]",,"['Cr', 'Mo', 'Ge', 'Ge', 'Te']","['Cr', 'Ge', 'Te', 'Mo', 'As']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 139.0, 'atomic_vol': 9.4, 'covalent_rad': 138.0, 'dipole': 72.5, 'eaffinity': 0.748, 'num_electrons': 42}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 137.0, 'atomic_vol': 13.6, 'covalent_rad': 121.0, 'dipole': 39.43, 'eaffinity': 1.232712, 'num_electrons': 32}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
65,-0.935624825,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Mo]",-49.7955834,Cr1Si1Sn1Te6Mo1,5.9993,0,4,6,0,"[130.0, 132.0, 162.0, 160.0, 139.0]","[7.23, 12.1, 16.3, 20.5, 9.4]","[122.0, 115.99999999999999, 140.0, 136.0, 138.0]","[78.4, 37.31, 42.4, 37.0, 72.5]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 0.748]","[24, 14, 50, 52, 42]",,"['Cr', 'Mo', 'Si', 'Si', 'Te']","['Cr', 'Si', 'Sn', 'Te', 'Mo']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 139.0, 'atomic_vol': 9.4, 'covalent_rad': 138.0, 'dipole': 72.5, 'eaffinity': 0.748, 'num_electrons': 42}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
66,-1.439694583,"[{Element Cr: 0.1}, {Element In: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element Pb: 0.1}]","[Element Cr, Element In, Element Te, Element Mo, Element Pb]",-47.3318078,Cr1In1Te6Mo1Pb1,3.13,1,4,16,0,"[130.0, 166.0, 160.0, 139.0, 175.0]","[7.23, 15.7, 20.5, 9.4, 18.3]","[122.0, 142.0, 136.0, 138.0, 144.0]","[78.4, 68.7, 37.0, 72.5, 47.1]","[0.6659999999999999, 0.3, 1.9708759999999999, 0.748, 0.35674316]","[24, 49, 52, 42, 82]",,"['Cr', 'Mo', 'Te']","['Cr', 'In', 'Te', 'Mo', 'Pb']","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 139.0, 'atomic_vol': 9.4, 'covalent_rad': 138.0, 'dipole': 72.5, 'eaffinity': 0.748, 'num_electrons': 42}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}",{},{}
67,-1.964687063,"[{Element Ta: 0.1}, {Element Cr: 0.1}, {Element In: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}]","[Element Ta, Element Cr, Element In, Element Si, Element Te]",-50.48865172,Ta1Cr1In1Si1Te6,3.9542,0,4,15,0,"[149.0, 130.0, 166.0, 132.0, 160.0]","[10.9, 7.23, 15.7, 12.1, 20.5]","[146.0, 122.0, 142.0, 115.99999999999999, 136.0]","[88.0, 78.4, 68.7, 37.31, 37.0]","[0.322, 0.6659999999999999, 0.3, 1.3895211, 1.9708759999999999]","[73, 24, 49, 14, 52]",,"['Ta', 'Cr', 'Si', 'Si', 'Te']","['Ta', 'Cr', 'In', 'Si', 'Te']","{'atomic_rad': 149.0, 'atomic_vol': 10.9, 'covalent_rad': 146.0, 'dipole': 88.0, 'eaffinity': 0.322, 'num_electrons': 73}","{'atomic_rad': 130.0, 'atomic_vol': 7.23, 'covalent_rad': 122.0, 'dipole': 78.4, 'eaffinity': 0.6659999999999999, 'num_electrons': 24}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 132.0, 'atomic_vol': 12.1, 'covalent_rad': 115.99999999999999, 'dipole': 37.31, 'eaffinity': 1.3895211, 'num_electrons': 14}","{'atomic_rad': 160.0, 'atomic_vol': 20.5, 'covalent_rad': 136.0, 'dipole': 37.0, 'eaffinity': 1.9708759999999999, 'num_electrons': 52}"
